hit	0.2195122	0.19512194	0.58536583
going	0.28820115	0.16827853	0.54352033
is	0.38063064	0.19594595	0.4234234
deal	0.25	0.5	0.25
hate	0.04347826	0.73913044	0.2173913
Iranian	0.25	0.5	0.25
says	0.24561404	0.2631579	0.49122807
keep	0.5	0.1764706	0.32352942
talking	0.24	0.24	0.52
may	0.3268206	0.22735347	0.44582593
end	0.4117647	0.29411766	0.29411766
finding	0.2	0.4	0.4
Tried	0.25	0.25	0.5
Establish	0.25	0.25	0.5
http	0.20689656	0.083333336	0.70977014
Vote	0.16666667	0.16666667	0.6666667
sat	0.25714287	0.32857144	0.41428572
whole	0.29166666	0.25	0.45833334
11th	0.32142857	0.14285715	0.53571427
are	0.31909546	0.19346733	0.4874372
make	0.4125	0.13125	0.45625
successful	0.71428573	0.14285715	0.14285715
tough	0.23076923	0.15384616	0.61538464
Talking	0.16666667	0.33333334	0.5
deciding	0.33333334	0.33333334	0.33333334
want	0.2771739	0.2173913	0.5054348
go	0.33333334	0.1936508	0.47301587
applying	0.25	0.5	0.25
stresses	0.25	0.5	0.25
Happy	0.8902439	0.048780486	0.06097561
trending	0.3846154	0.30769232	0.30769232
14th	0.4	0.28	0.32
12th	0.3888889	0.11111111	0.5
have	0.355	0.19166666	0.45333335
winning	0.5263158	0.15789473	0.31578946
bringing	0.3529412	0.05882353	0.5882353
hope	0.64285713	0.16071428	0.19642857
get	0.32721713	0.18960245	0.48318043
squiched	0.25	0.25	0.5
retail	0.125	0.125	0.75
replaced	0.14285715	0.14285715	0.71428573
watched	0.4489796	0.20408164	0.3469388
remember	0.3529412	0.11764706	0.5294118
best	0.81889766	0.07874016	0.10236221
8th	0.18181819	0.10909091	0.7090909
was	0.31509846	0.2560175	0.42888403
excited	0.90789473	0.039473683	0.05263158
did	0.25333333	0.26666668	0.48
confirmed	0.11111111	0.16666667	0.7222222
set	0.13333334	0.22222222	0.64444447
play	0.27272728	0.16528925	0.56198347
pop	0.3	0.1	0.6
chapel	0.5	0.25	0.25
should	0.32258064	0.19354838	0.48387095
come	0.45806453	0.10967742	0.43225807
shes	0.5	0.25	0.25
great	0.8613861	0.05940594	0.07920792
tell	0.29268292	0.17073171	0.5365854
asked	0.13636364	0.18181819	0.6818182
odd	0.14285715	0.2857143	0.5714286
true	0.36363637	0.121212125	0.5151515
becomes	0.2	0.2	0.6
big	0.5625	0.0625	0.375
could	0.4385965	0.10526316	0.45614034
sing	0.3846154	0.15384616	0.46153846
global	0.16666667	0.33333334	0.5
amazing	0.9444444	0.027777778	0.027777778
lanky	0.5	0.25	0.25
saw	0.40816328	0.10204082	0.48979592
ranked	0.14285715	0.2857143	0.5714286
4th	0.3489933	0.147651	0.5033557
all-time	0.25	0.25	0.5
including	0.21428572	0.14285715	0.64285713
Good	0.8666667	0.04	0.093333334
be	0.3961165	0.17475729	0.4291262
Fantastic	0.5714286	0.14285715	0.2857143
Expect	0.33333334	0.16666667	0.5
light-moderate	0.25	0.25	0.5
fair	0.125	0.375	0.5
left	0.3018868	0.11320755	0.5849057
miss	0.5285714	0.25714287	0.21428572
Hit	0.33333334	0.16666667	0.5
said	0.095744684	0.23404256	0.67021275
has	0.31088084	0.19170985	0.4974093
turn	0.35	0.3	0.35
consisted	0.25	0.5	0.25
watching	0.44444445	0.1388889	0.41666666
throw	0.083333336	0.5	0.41666666
whaa	0.25	0.5	0.25
hard	0.26666668	0.46666667	0.26666668
find	0.26190478	0.21428572	0.52380955
Went	0.6363636	0.18181819	0.18181819
Will	0.31034482	0.13793103	0.55172414
search	0.25	0.5	0.25
BE	0.5	0.3	0.2
cost	0.125	0.5	0.375
more	0.37	0.14	0.49
would	0.43410853	0.2015504	0.36434108
see	0.5208333	0.111979164	0.3671875
start	0.4107143	0.14285715	0.44642857
working	0.3478261	0.13043478	0.5217391
comes	0.3846154	0.23076923	0.3846154
means	0.4117647	0.29411766	0.29411766
had	0.29007635	0.20610687	0.5038168
needed	0.35714287	0.2857143	0.35714287
benched	0.5	0.25	0.25
thought	0.3548387	0.2580645	0.38709676
win	0.4954955	0.117117114	0.3873874
little	0.3846154	0.15384616	0.46153846
much	0.48387095	0.3548387	0.16129032
nice	0.7714286	0.057142857	0.17142858
tempting	0.5	0.25	0.25
Hmmmm	0.5	0.25	0.25
do	0.33707866	0.20224719	0.46067417
Huge	0.25	0.25	0.5
know	0.32417583	0.1978022	0.47802198
lies	0.125	0.375	0.5
1st	0.35031846	0.21019109	0.43949044
saying	0.37037036	0.2962963	0.33333334
weird	0.15384616	0.30769232	0.53846157
tantrak	0.5	0.25	0.25
live	0.2857143	0.071428575	0.64285713
20th	0.47619048	0.04761905	0.47619048
Dream	0.4	0.4	0.2
sucks	0.083333336	0.8333333	0.083333336
compared	0.1	0.6	0.3
Egypt's	0.2	0.2	0.6
Muslim	0.25	0.25	0.5
instructed	0.25	0.25	0.5
C'mon	0.18518518	0.44444445	0.37037036
got	0.39263803	0.15337424	0.45398772
tagged	0.25	0.25	0.5
looks	0.3939394	0.24242425	0.36363637
researching	0.25	0.25	0.5
think	0.31638417	0.21468927	0.46892655
will	0.31439394	0.11742424	0.5681818
beat	0.51282054	0.12820514	0.35897437
sure	0.3875	0.1625	0.45
implode	0.2	0.6	0.2
first	0.34375	0.140625	0.515625
held	0.29411766	0.11764706	0.5882353
3rd	0.32173914	0.1826087	0.49565217
studied	0.5	0.25	0.25
<	0.36283186	0.30088496	0.33628318
fragile	0.5	0.25	0.25
We're	0.4375	0.125	0.4375
guaranteed	0.5	0.25	0.25
give	0.2982456	0.21052632	0.49122807
Do	0.3529412	0.11764706	0.5294118
wondered	0.5	0.25	0.25
btwn	0.5	0.25	0.25
faired	0.5	0.25	0.25
Thank	0.85714287	0.0952381	0.04761905
call	0.33333334	0.26666668	0.4
givng	0.25	0.5	0.25
GOOD	0.25	0.5	0.25
might	0.24590164	0.21311475	0.5409836
named	0.29411766	0.1764706	0.5294118
It's	0.5416667	0.25	0.20833333
5th	0.35416666	0.29166666	0.35416666
such	0.5	0.125	0.375
second	0.16666667	0.22222222	0.6111111
tied	0.33333334	0.11111111	0.5555556
6th	0.2972973	0.12162162	0.5810811
Get	0.55813956	0.046511628	0.39534885
occupy	0.2	0.2	0.6
15th	0.2857143	0.071428575	0.64285713
local	0.44444445	0.11111111	0.44444445
rained	0.5	0.25	0.25
didn't	0.36842105	0.36842105	0.2631579
right	0.31428573	0.34285715	0.34285715
