V	hit	positive	38.0	8.0	7.0	23.0	7.2562357E-4	0.0013412532	0.0016881973	11025.0	5219.0	13624.0
V	going	positive	514.0	148.0	86.0	280.0	0.013424036	0.016478252	0.020551967	11025.0	5219.0	13624.0
V	is	negative	1329.0	506.0	260.0	563.0	0.045895692	0.049817972	0.041324135	11025.0	5219.0	13624.0
V	deal	negative	1.0	0.0	1.0	0.0	0.0	1.9160759E-4	0.0	11025.0	5219.0	13624.0
V	hate	negative	20.0	0.0	16.0	4.0	0.0	0.0030657214	2.9359953E-4	11025.0	5219.0	13624.0
ADJ	Iranian	negative	1.0	0.0	1.0	0.0	0.0	1.9160759E-4	0.0	11025.0	5219.0	13624.0
V	says	negative	54.0	13.0	14.0	27.0	0.0011791383	0.0026825063	0.001981797	11025.0	5219.0	13624.0
V	keep	negative	31.0	16.0	5.0	10.0	0.0014512471	9.580379E-4	7.3399884E-4	11025.0	5219.0	13624.0
V	talking	negative	22.0	5.0	5.0	12.0	4.5351475E-4	9.580379E-4	8.807986E-4	11025.0	5219.0	13624.0
V	may	negative	560.0	183.0	127.0	250.0	0.01659864	0.024334164	0.01834997	11025.0	5219.0	13624.0
V	end	negative	14.0	6.0	4.0	4.0	5.442177E-4	7.6643034E-4	2.9359953E-4	11025.0	5219.0	13624.0
V	finding	negative	2.0	0.0	1.0	1.0	0.0	1.9160759E-4	7.339988E-5	11025.0	5219.0	13624.0
V	Tried	neutral	1.0	0.0	0.0	1.0	0.0	0.0	7.339988E-5	11025.0	5219.0	13624.0
V	Establish	neutral	1.0	0.0	0.0	1.0	0.0	0.0	7.339988E-5	11025.0	5219.0	13624.0
V	http	neutral	693.0	143.0	57.0	493.0	0.012970521	0.010921633	0.036186144	11025.0	5219.0	13624.0
V	Vote	neutral	3.0	0.0	0.0	3.0	0.0	0.0	2.2019965E-4	11025.0	5219.0	13624.0
V	sat	neutral	67.0	17.0	22.0	28.0	0.0015419502	0.004215367	0.0020551968	11025.0	5219.0	13624.0
ADJ	whole	neutral	21.0	6.0	5.0	10.0	5.442177E-4	9.580379E-4	7.3399884E-4	11025.0	5219.0	13624.0
ADJ	11th	positive	25.0	8.0	3.0	14.0	7.2562357E-4	5.7482277E-4	0.0010275984	11025.0	5219.0	13624.0
V	are	positive	395.0	126.0	76.0	193.0	0.011428571	0.014562177	0.014166177	11025.0	5219.0	13624.0
V	make	positive	157.0	65.0	20.0	72.0	0.0058956915	0.0038321516	0.0052847913	11025.0	5219.0	13624.0
ADJ	successful	positive	4.0	4.0	0.0	0.0	3.6281178E-4	0.0	0.0	11025.0	5219.0	13624.0
ADJ	tough	positive	10.0	2.0	1.0	7.0	1.8140589E-4	1.9160759E-4	5.137992E-4	11025.0	5219.0	13624.0
V	Talking	negative	3.0	0.0	1.0	2.0	0.0	1.9160759E-4	1.4679976E-4	11025.0	5219.0	13624.0
V	deciding	negative	3.0	1.0	1.0	1.0	9.0702946E-5	1.9160759E-4	7.339988E-5	11025.0	5219.0	13624.0
V	want	negative	181.0	50.0	39.0	92.0	0.0045351475	0.007472696	0.006752789	11025.0	5219.0	13624.0
V	go	negative	312.0	104.0	60.0	148.0	0.0094331065	0.011496455	0.010863183	11025.0	5219.0	13624.0
V	applying	negative	1.0	0.0	1.0	0.0	0.0	1.9160759E-4	0.0	11025.0	5219.0	13624.0
V	stresses	negative	1.0	0.0	1.0	0.0	0.0	1.9160759E-4	0.0	11025.0	5219.0	13624.0
V	is	neutral	1329.0	506.0	260.0	563.0	0.045895692	0.049817972	0.041324135	11025.0	5219.0	13624.0
ADJ	Happy	neutral	79.0	72.0	3.0	4.0	0.0065306122	5.7482277E-4	2.9359953E-4	11025.0	5219.0	13624.0
V	trending	neutral	10.0	4.0	3.0	3.0	3.6281178E-4	5.7482277E-4	2.2019965E-4	11025.0	5219.0	13624.0
ADJ	14th	neutral	22.0	9.0	6.0	7.0	8.1632653E-4	0.0011496455	5.137992E-4	11025.0	5219.0	13624.0
ADJ	12th	neutral	15.0	6.0	1.0	8.0	5.442177E-4	1.9160759E-4	5.8719906E-4	11025.0	5219.0	13624.0
V	may	negative	560.0	183.0	127.0	250.0	0.01659864	0.024334164	0.01834997	11025.0	5219.0	13624.0
V	have	negative	597.0	212.0	114.0	271.0	0.019229025	0.021843266	0.019891368	11025.0	5219.0	13624.0
V	winning	negative	16.0	9.0	2.0	5.0	8.1632653E-4	3.8321517E-4	3.6699942E-4	11025.0	5219.0	13624.0
V	bringing	neutral	14.0	5.0	0.0	9.0	4.5351475E-4	0.0	6.605989E-4	11025.0	5219.0	13624.0
V	hope	neutral	53.0	35.0	8.0	10.0	0.0031746032	0.0015328607	7.3399884E-4	11025.0	5219.0	13624.0
V	get	neutral	324.0	106.0	61.0	157.0	0.009614512	0.011688063	0.011523781	11025.0	5219.0	13624.0
V	squiched	neutral	1.0	0.0	0.0	1.0	0.0	0.0	7.339988E-5	11025.0	5219.0	13624.0
ADJ	retail	neutral	5.0	0.0	0.0	5.0	0.0	0.0	3.6699942E-4	11025.0	5219.0	13624.0
V	replaced	neutral	4.0	0.0	0.0	4.0	0.0	0.0	2.9359953E-4	11025.0	5219.0	13624.0
V	http	neutral	693.0	143.0	57.0	493.0	0.012970521	0.010921633	0.036186144	11025.0	5219.0	13624.0
V	watched	positive	46.0	21.0	9.0	16.0	0.0019047619	0.0017244683	0.0011743981	11025.0	5219.0	13624.0
V	remember	positive	31.0	11.0	3.0	17.0	9.977324E-4	5.7482277E-4	0.001247798	11025.0	5219.0	13624.0
ADJ	best	positive	124.0	103.0	9.0	12.0	0.009342404	0.0017244683	8.807986E-4	11025.0	5219.0	13624.0
ADJ	8th	positive	52.0	9.0	5.0	38.0	8.1632653E-4	9.580379E-4	0.0027891956	11025.0	5219.0	13624.0
V	was	positive	454.0	143.0	116.0	195.0	0.012970521	0.02222648	0.014312977	11025.0	5219.0	13624.0
V	excited	positive	73.0	68.0	2.0	3.0	0.0061678006	3.8321517E-4	2.2019965E-4	11025.0	5219.0	13624.0
V	did	positive	72.0	18.0	19.0	35.0	0.0016326531	0.0036405441	0.0025689958	11025.0	5219.0	13624.0
V	confirmed	neutral	15.0	1.0	2.0	12.0	9.0702946E-5	3.8321517E-4	8.807986E-4	11025.0	5219.0	13624.0
V	is	neutral	1329.0	506.0	260.0	563.0	0.045895692	0.049817972	0.041324135	11025.0	5219.0	13624.0
V	set	neutral	42.0	5.0	9.0	28.0	4.5351475E-4	0.0017244683	0.0020551968	11025.0	5219.0	13624.0
