V	hit	positive	38.0	8.0	7.0	23.0	0.21052632	0.18421052	0.6052632
V	going	positive	514.0	148.0	86.0	280.0	0.28793773	0.16731517	0.54474705
V	is	negative	1329.0	506.0	260.0	563.0	0.3807374	0.19563581	0.42362678
V	deal	negative	1.0	0.0	1.0	0.0	0.0	1.0	0.0
V	hate	negative	20.0	0.0	16.0	4.0	0.0	0.8	0.2
ADJ	Iranian	negative	1.0	0.0	1.0	0.0	0.0	1.0	0.0
V	says	negative	54.0	13.0	14.0	27.0	0.24074075	0.25925925	0.5
V	keep	negative	31.0	16.0	5.0	10.0	0.516129	0.16129032	0.32258064
V	talking	negative	22.0	5.0	5.0	12.0	0.22727273	0.22727273	0.54545456
V	may	negative	560.0	183.0	127.0	250.0	0.3267857	0.22678572	0.44642857
V	end	negative	14.0	6.0	4.0	4.0	0.42857143	0.2857143	0.2857143
V	finding	negative	2.0	0.0	1.0	1.0	0.0	0.5	0.5
V	Tried	neutral	1.0	0.0	0.0	1.0	0.0	0.0	1.0
V	Establish	neutral	1.0	0.0	0.0	1.0	0.0	0.0	1.0
V	http	neutral	693.0	143.0	57.0	493.0	0.20634921	0.08225108	0.71139973
V	Vote	neutral	3.0	0.0	0.0	3.0	0.0	0.0	1.0
V	sat	neutral	67.0	17.0	22.0	28.0	0.25373134	0.3283582	0.41791046
ADJ	whole	neutral	21.0	6.0	5.0	10.0	0.2857143	0.23809524	0.47619048
ADJ	11th	positive	25.0	8.0	3.0	14.0	0.32	0.12	0.56
V	are	positive	395.0	126.0	76.0	193.0	0.31898734	0.19240506	0.4886076
V	make	positive	157.0	65.0	20.0	72.0	0.41401273	0.12738854	0.45859873
ADJ	successful	positive	4.0	4.0	0.0	0.0	1.0	0.0	0.0
ADJ	tough	positive	10.0	2.0	1.0	7.0	0.2	0.1	0.7
V	Talking	negative	3.0	0.0	1.0	2.0	0.0	0.33333334	0.6666667
V	deciding	negative	3.0	1.0	1.0	1.0	0.33333334	0.33333334	0.33333334
V	want	negative	181.0	50.0	39.0	92.0	0.2762431	0.21546961	0.5082873
V	go	negative	312.0	104.0	60.0	148.0	0.33333334	0.1923077	0.47435898
V	applying	negative	1.0	0.0	1.0	0.0	0.0	1.0	0.0
V	stresses	negative	1.0	0.0	1.0	0.0	0.0	1.0	0.0
V	is	neutral	1329.0	506.0	260.0	563.0	0.3807374	0.19563581	0.42362678
ADJ	Happy	neutral	79.0	72.0	3.0	4.0	0.9113924	0.03797468	0.050632913
V	trending	neutral	10.0	4.0	3.0	3.0	0.4	0.3	0.3
ADJ	14th	neutral	22.0	9.0	6.0	7.0	0.4090909	0.27272728	0.3181818
ADJ	12th	neutral	15.0	6.0	1.0	8.0	0.4	0.06666667	0.53333336
V	may	negative	560.0	183.0	127.0	250.0	0.3267857	0.22678572	0.44642857
V	have	negative	597.0	212.0	114.0	271.0	0.3551089	0.19095477	0.45393634
V	winning	negative	16.0	9.0	2.0	5.0	0.5625	0.125	0.3125
V	bringing	neutral	14.0	5.0	0.0	9.0	0.35714287	0.0	0.64285713
V	hope	neutral	53.0	35.0	8.0	10.0	0.6603774	0.1509434	0.18867925
V	get	neutral	324.0	106.0	61.0	157.0	0.3271605	0.18827161	0.4845679
V	squiched	neutral	1.0	0.0	0.0	1.0	0.0	0.0	1.0
ADJ	retail	neutral	5.0	0.0	0.0	5.0	0.0	0.0	1.0
V	replaced	neutral	4.0	0.0	0.0	4.0	0.0	0.0	1.0
V	http	neutral	693.0	143.0	57.0	493.0	0.20634921	0.08225108	0.71139973
V	watched	positive	46.0	21.0	9.0	16.0	0.45652175	0.19565217	0.3478261
V	remember	positive	31.0	11.0	3.0	17.0	0.3548387	0.09677419	0.5483871
ADJ	best	positive	124.0	103.0	9.0	12.0	0.83064514	0.07258064	0.09677419
ADJ	8th	positive	52.0	9.0	5.0	38.0	0.17307693	0.09615385	0.7307692
V	was	positive	454.0	143.0	116.0	195.0	0.31497797	0.2555066	0.42951542
V	excited	positive	73.0	68.0	2.0	3.0	0.9315069	0.02739726	0.04109589
V	did	positive	72.0	18.0	19.0	35.0	0.25	0.2638889	0.4861111
V	confirmed	neutral	15.0	1.0	2.0	12.0	0.06666667	0.13333334	0.8
V	is	neutral	1329.0	506.0	260.0	563.0	0.3807374	0.19563581	0.42362678
V	set	neutral	42.0	5.0	9.0	28.0	0.11904762	0.21428572	0.6666667
V	play	neutral	118.0	32.0	19.0	67.0	0.27118644	0.16101696	0.5677966
V	http	neutral	693.0	143.0	57.0	493.0	0.20634921	0.08225108	0.71139973
V	want	positive	181.0	50.0	39.0	92.0	0.2762431	0.21546961	0.5082873
V	pop	positive	7.0	2.0	0.0	5.0	0.2857143	0.0	0.71428573
V	have	positive	597.0	212.0	114.0	271.0	0.3551089	0.19095477	0.45393634
V	chapel	positive	1.0	1.0	0.0	0.0	1.0	0.0	0.0
V	should	positive	90.0	29.0	17.0	44.0	0.32222223	0.18888889	0.4888889
V	come	positive	152.0	70.0	16.0	66.0	0.46052632	0.10526316	0.43421054
V	shes	positive	1.0	1.0	0.0	0.0	1.0	0.0	0.0
ADJ	great	positive	98.0	86.0	5.0	7.0	0.877551	0.05102041	0.071428575
V	tell	positive	38.0	11.0	6.0	21.0	0.28947368	0.15789473	0.55263156
V	asked	positive	19.0	2.0	3.0	14.0	0.10526316	0.15789473	0.7368421
